# Manually updated only by `kf bank`; (image, va) is the stable identity.
# Scores retain full precision; --loose affects display classification only.
image	va	unit	name	input_sha256	best_pct	hist_pct	banked_pct	code_size
GAME.EXE	0x80015164	game.player_death	player_death_begin	0bfcdbb502fd03333df2d0174c74cbbf30ea92f6751cf58265197e4bd8156cb4	100.000000000	100.000000000	100.000000000	104
GAME.EXE	0x800151cc	game.player_death	game_state_initialize	0bfcdbb502fd03333df2d0174c74cbbf30ea92f6751cf58265197e4bd8156cb4	100.000000000	100.000000000	100.000000000	740
GAME.EXE	0x800154b0	game.player_death	player_death_restart	0bfcdbb502fd03333df2d0174c74cbbf30ea92f6751cf58265197e4bd8156cb4	100.000000000	100.000000000	100.000000000	412
GAME.EXE	0x8001564c	game.player_8001564c	player_adjust_hp	edda18a224da3365189ea5d63ff85a5da6e849a137db9251b28b2442b00630bc	100.000000000	100.000000000	100.000000000	112
GAME.EXE	0x800156bc	game.player_8001564c	player_adjust_mp	edda18a224da3365189ea5d63ff85a5da6e849a137db9251b28b2442b00630bc	100.000000000	100.000000000	100.000000000	88
GAME.EXE	0x80015714	game.player_80015f28	player_recalculate_combat_stats	b8e4405a46f6c3630c39e202439eb0f7f3e3c9f50a9079ee24b089e826e86d0c	100.000000000	100.000000000	100.000000000	2068
GAME.EXE	0x80015f28	game.player_80015f28	player_increment_physical_power_training	b8e4405a46f6c3630c39e202439eb0f7f3e3c9f50a9079ee24b089e826e86d0c	100.000000000	100.000000000	100.000000000	152
GAME.EXE	0x80015fc0	game.player_80015f28	player_increment_magic_training	b8e4405a46f6c3630c39e202439eb0f7f3e3c9f50a9079ee24b089e826e86d0c	100.000000000	100.000000000	100.000000000	152
GAME.EXE	0x80016058	game.player_80016058	player_add_experience	cdda2d70635dfea1f8eb84b50bec10e1f0a48cd6927973601500b00b2a9f6f12	88.824814000	88.824814000	88.824814000	548
GAME.EXE	0x8001627c	game.player_8001627c	player_calculate_damage_component	ef7c825049cdf225c89bb1051499416222ca65c525a92478b3f2b682b165a868	100.000000000	100.000000000	100.000000000	168
GAME.EXE	0x80016324	game.player_800166b4	player_apply_damage	a5cc077bfebabe8cc3de71c6152cc51a1fcfccb78881cfa5b675a7a362a79146	100.000000000	100.000000000	100.000000000	912
GAME.EXE	0x800166b4	game.player_800166b4	player_apply_radial_damage	a5cc077bfebabe8cc3de71c6152cc51a1fcfccb78881cfa5b675a7a362a79146	100.000000000	100.000000000	100.000000000	304
GAME.EXE	0x800167e4	game.player_800167e4	player_select_magic	1440e9dd7b7591199a55f43b1256084b17b803db1562a239894109b54106d687	100.000000000	100.000000000	100.000000000	100
GAME.EXE	0x80016848	game.player_80016a30	player_set_equipment_slot	c6affef3bf96d1f57205f18786b6fcf33832540027a3756cdb6ffc69228d3674	100.000000000	100.000000000	100.000000000	488
GAME.EXE	0x80016a30	game.player_80016a30	player_equip_weapon	c6affef3bf96d1f57205f18786b6fcf33832540027a3756cdb6ffc69228d3674	100.000000000	100.000000000	100.000000000	244
GAME.EXE	0x80016b24	game.player_80016b24	player_begin_weapon_attack	eeedab22d998b36bc8a7c70ebc4a7e18612b15e93027d21be12c940ecb17fcb4	100.000000000	100.000000000	100.000000000	156
GAME.EXE	0x80016bc0	game.player_80016bc0	player_update_weapon_attack	fecfd967ae4149f36317501c473adf4381892df3239ff81c55b9abf9501f2d5c	100.000000000	100.000000000	100.000000000	612
GAME.EXE	0x80016e24	game.player_80016e24	game_initialize_session	63a278274d8db9570e140141c45fb3c126e0c539e0ee8bc29c1be71daf9fafbb	100.000000000	100.000000000	100.000000000	148
GAME.EXE	0x80016eb8	game.player_80016e24	player_clear_motion	63a278274d8db9570e140141c45fb3c126e0c539e0ee8bc29c1be71daf9fafbb	100.000000000	100.000000000	100.000000000	48
GAME.EXE	0x80016ee8	game.player_80016ee8	player_sync_position_to_map	a7d2b387fd602f7a3313ef6b2c7518c5c6d27b35a26260f7d98ab0c67982f928	100.000000000	100.000000000	100.000000000	344
GAME.EXE	0x80017040	game.player_80017040	player_distance_to_point_in_cone	f45a603d7154a8093197697216fd91913655b1abe7d0c0365b9cfd4d76d12157	100.000000000	100.000000000	100.000000000	200
GAME.EXE	0x80017108	game.player_80017040	player_distance_to_point	f45a603d7154a8093197697216fd91913655b1abe7d0c0365b9cfd4d76d12157	95.327866000	95.327866000	95.327866000	244
GAME.EXE	0x800171fc	game.player_80017040	player_move_horizontal	f45a603d7154a8093197697216fd91913655b1abe7d0c0365b9cfd4d76d12157	93.538315000	93.538315000	93.538315000	2088
GAME.EXE	0x80017a24	game.player_80017a24	player_update_view_bob	00f5094a2e6f4bb800d1fb7ace4e1d287d523d6275ea08c404267b5decdc70eb	100.000000000	100.000000000	100.000000000	92
GAME.EXE	0x80017a80	game.player_80017a80	player_update_vertical_motion	7eb13b75643e33b5ad38bf7500be2fe6c993cfa11db561354e1030c35aa15a54	100.000000000	100.000000000	100.000000000	632
GAME.EXE	0x80017cf8	game.player_80017cf8	player_warp_to_floor_entry	9be32f5d354ca4f292c2c776db8aade65c291ff1bd85fd8fb6d0193e65d383a7	100.000000000	100.000000000	100.000000000	324
GAME.EXE	0x80017e3c	game.player_80017e3c	player_update_transform_snapshot	7515bb038edb160368c4be0d06a138b1924e2675502ce50d0684c05482f94ac7	100.000000000	100.000000000	100.000000000	160
GAME.EXE	0x80017edc	game.player_80017edc	actor_show_info_image	1245f5c74af1a220fe469285f076f6d46c6f51b7b584ffe1ab12ccdc91d48d67	100.000000000	100.000000000	100.000000000	200
GAME.EXE	0x80017fa4	game.player_80017edc	map_event_show_person_image	1245f5c74af1a220fe469285f076f6d46c6f51b7b584ffe1ab12ccdc91d48d67	100.000000000	100.000000000	100.000000000	176
GAME.EXE	0x80018054	game.player_80017edc	player_use_item	1245f5c74af1a220fe469285f076f6d46c6f51b7b584ffe1ab12ccdc91d48d67	100.000000000	100.000000000	100.000000000	1116
GAME.EXE	0x800184b0	game.player_death_800184b0	player_death_apply_visual_fade	d59dd285872346d037cb41ecd5be9b6f992df1ddd505366f5cd1b23876648521	100.000000000	100.000000000	100.000000000	144
GAME.EXE	0x80018540	game.player_death_800184b0	player_death_update	d59dd285872346d037cb41ecd5be9b6f992df1ddd505366f5cd1b23876648521	93.298965000	93.298965000	93.298965000	388
GAME.EXE	0x800186c4	game.player_death_800184b0	player_death_update_reverse_fade	d59dd285872346d037cb41ecd5be9b6f992df1ddd505366f5cd1b23876648521	100.000000000	100.000000000	100.000000000	224
GAME.EXE	0x800187a4	game.lighting_weapon9_environment	lighting_apply_weapon9_environment	945ec84427e2e98d9aafc8cbe4f36d1c6e484374e8317231514805cac1d95dda	100.000000000	100.000000000	100.000000000	76
GAME.EXE	0x800187f0	game.lighting_timed_player_effect	lighting_apply_timed_player_effect	76d7bd742e9ad29413b6fc938e050d4ae14e9e17a9445df3b084ebb662a8fcd8	100.000000000	100.000000000	100.000000000	52
GAME.EXE	0x80018824	game.lighting_color_preset6	lighting_apply_color_preset6	a1adc94ac8661b96c665313811681bebcc46d6bad040865b71b39e402c0d0fa9	100.000000000	100.000000000	100.000000000	52
GAME.EXE	0x80018858	game.player_status_effect4	player_status_apply_effect4	69609cf47eb0aafae70a078755e1b482646c1fb9eef6a060cf33f10b4bffe841	100.000000000	100.000000000	100.000000000	40
GAME.EXE	0x80018880	game.player_update	player_update	6a878983e29f26007fca880f6dbc15cf09b7736011e9c1ca9bef1150b04f9b37	96.515860000	96.515860000	96.515860000	6684
GAME.EXE	0x8001a29c	game.map_floor_height_for_cell_position	map_floor_height_for_cell_position	78d5cb176ce6a83fcf53778bafcdb017d4fe6489c7cf62c1cc9f0543747b56cb	100.000000000	100.000000000	100.000000000	432
GAME.EXE	0x8001a44c	game.map_floor_height_at_position	map_floor_height_at_position	63355151048e89f3a08d220c2151154c8fe97fabc3a13bff4dba9cad5f007a2c	100.000000000	100.000000000	100.000000000	156
GAME.EXE	0x8001a4e8	game.collision_adjust_cell_occupancy	collision_adjust_cell_occupancy	b632bf030acff2e378f92e2888eb160b55556622cbd13959fc82222c01fbc5ee	100.000000000	100.000000000	100.000000000	196
GAME.EXE	0x8001a5ac	game.collision	collision_query_world	7536bf6eb9672c3d7db342c9c4ab50a9a84355c99a40293bfb84691b8c23e0f5	93.190030000	93.190030000	93.190030000	1284
GAME.EXE	0x8001aab0	game.memory	memory_malloc_checked	6a8209d742bc6039026d45f5a0736ab61769e590969ebc748a4ab348c8347b25	100.000000000	100.000000000	100.000000000	56
GAME.EXE	0x8001aae8	game.memory	memory_allocation_reset	6a8209d742bc6039026d45f5a0736ab61769e590969ebc748a4ab348c8347b25	100.000000000	100.000000000	100.000000000	32
GAME.EXE	0x8001ab08	game.memory	memory_set_allocation_mode	6a8209d742bc6039026d45f5a0736ab61769e590969ebc748a4ab348c8347b25	100.000000000	100.000000000	100.000000000	168
GAME.EXE	0x8001abb0	game.memory	memory_capture_system_heap_start	6a8209d742bc6039026d45f5a0736ab61769e590969ebc748a4ab348c8347b25	100.000000000	100.000000000	100.000000000	32
GAME.EXE	0x8001abd0	game.memory	memory_reset_system_heap	6a8209d742bc6039026d45f5a0736ab61769e590969ebc748a4ab348c8347b25	100.000000000	100.000000000	100.000000000	60
GAME.EXE	0x8001ac0c	game.memory	memory_allocate	6a8209d742bc6039026d45f5a0736ab61769e590969ebc748a4ab348c8347b25	100.000000000	100.000000000	100.000000000	128
GAME.EXE	0x8001ac8c	game.memory	memory_release_last	6a8209d742bc6039026d45f5a0736ab61769e590969ebc748a4ab348c8347b25	100.000000000	100.000000000	100.000000000	100
GAME.EXE	0x8001acf0	game.cd_file	cd_file_load_allocated	d959e0454e6109ba4d3f9a5861437d75b1089c62dd25f9cd7353ba80b78c7865	100.000000000	100.000000000	100.000000000	368
GAME.EXE	0x8001ae60	game.cd_file	func_8001ae60	d959e0454e6109ba4d3f9a5861437d75b1089c62dd25f9cd7353ba80b78c7865	100.000000000	100.000000000	100.000000000	316
GAME.EXE	0x8001af9c	game.cd_file	cd_file_load_into	d959e0454e6109ba4d3f9a5861437d75b1089c62dd25f9cd7353ba80b78c7865	100.000000000	100.000000000	100.000000000	356
GAME.EXE	0x8001b100	game.tim_upload_images	tim_upload_images	d05b41457d3cdfc3632547ec04699d8753dfbed1e98035947bdb5170eb8c9da6	100.000000000	100.000000000	100.000000000	128
GAME.EXE	0x8001b180	game.common_resources_load	common_resources_load	94fc1f75526e03ae55f179b94a78b8d546fb7dbe6de015031f56694693da71b5	100.000000000	100.000000000	100.000000000	528
GAME.EXE	0x8001b390	game.map_resource_path_set_floor	map_resource_path_set_floor	5a7b4371434a0baa6b834ebcab7ad431f88f273b79896cd09bcc88f2d6223d6d	100.000000000	100.000000000	100.000000000	20
GAME.EXE	0x8001b3a4	game.map_resource_load_file	map_resource_load_file	b503517f971609b936a77a17b0a2fa73c8088530ab0aba6f96d826e6b69ebd45	100.000000000	100.000000000	100.000000000	64
GAME.EXE	0x8001b3e4	game.map_resource_copy_words	map_resource_copy_words	3746ac43764756a3d328fdb0891a34196037d018435dffe364864c16f7e55d65	100.000000000	100.000000000	100.000000000	48
GAME.EXE	0x8001b414	game.map_variant_assets_load	map_variant_assets_load	9f6e22e865a9aade201a2d7d00b4496b309ad9516e1272f89b8961a9d8a2bb9e	100.000000000	100.000000000	100.000000000	136
GAME.EXE	0x8001b49c	game.audio_play_current_map_sequence	audio_play_current_map_sequence	9c83db1b32a7912c281fa98a1b02dcd35300ab2c2516c7395f7f7ec39b62c225	100.000000000	100.000000000	100.000000000	188
GAME.EXE	0x8001b558	game.map_resources_load	map_resources_load	dbc222dcf5ad9c542f8f7e786f74cc34700b52703c97c67d0bf62b6931c55023	100.000000000	100.000000000	100.000000000	600
GAME.EXE	0x8001bab8	game.lighting_set_color_matrix_preset	lighting_set_active_color_matrix	fef3a8fd5e010586ce485f4ef1d4f80929d61301e4c7cc6ea01a9ce732ebfc22	100.000000000	100.000000000	100.000000000	44
GAME.EXE	0x8001bae4	game.effect5_texture_cache	func_8001bae4	5e850d7f3fa23f77a8cca7b3c4403ee2fb187b8f23a27778b2a700687b3b271f	100.000000000	100.000000000	100.000000000	176
GAME.EXE	0x8001bb94	game.display_initialize	func_8001bb94	0590a671cd3a048e2c052f36bf1642d9c02fdfd804cdb5691ad03ba7cc116109	94.253010000	94.253010000	94.253010000	332
GAME.EXE	0x8001bce0	game.render	render_initialize	940fdf737d94b9850cae6549442ba28fc28ea22ff8cf059c213fb9f17b8077a0	100.000000000	100.000000000	100.000000000	728
GAME.EXE	0x8001bfb8	game.render	display_begin_frame	940fdf737d94b9850cae6549442ba28fc28ea22ff8cf059c213fb9f17b8077a0	100.000000000	100.000000000	100.000000000	152
GAME.EXE	0x8001c050	game.render	display_present_frame	940fdf737d94b9850cae6549442ba28fc28ea22ff8cf059c213fb9f17b8077a0	100.000000000	100.000000000	100.000000000	152
GAME.EXE	0x8001c0e8	game.render	tmd_select	940fdf737d94b9850cae6549442ba28fc28ea22ff8cf059c213fb9f17b8077a0	100.000000000	100.000000000	100.000000000	44
GAME.EXE	0x8001c114	game.render	tmd_get_object	940fdf737d94b9850cae6549442ba28fc28ea22ff8cf059c213fb9f17b8077a0	100.000000000	100.000000000	100.000000000	36
GAME.EXE	0x8001c138	game.render	tmd_set_current_vertices	940fdf737d94b9850cae6549442ba28fc28ea22ff8cf059c213fb9f17b8077a0	100.000000000	100.000000000	100.000000000	16
GAME.EXE	0x8001c148	game.render	tmd_select_object_vertices	940fdf737d94b9850cae6549442ba28fc28ea22ff8cf059c213fb9f17b8077a0	100.000000000	100.000000000	100.000000000	60
GAME.EXE	0x8001c184	game.render	render_set_view_transform	940fdf737d94b9850cae6549442ba28fc28ea22ff8cf059c213fb9f17b8077a0	96.800000000	96.800000000	96.800000000	300
GAME.EXE	0x8001c2b0	game.render	tmd_prepare_primitive_indices	940fdf737d94b9850cae6549442ba28fc28ea22ff8cf059c213fb9f17b8077a0	94.083336000	94.083336000	94.083336000	768
GAME.EXE	0x8001c5b0	game.render	tmd_register	940fdf737d94b9850cae6549442ba28fc28ea22ff8cf059c213fb9f17b8077a0	100.000000000	100.000000000	100.000000000	60
GAME.EXE	0x8001c5ec	game.render	tmd_release_last_allocation	940fdf737d94b9850cae6549442ba28fc28ea22ff8cf059c213fb9f17b8077a0	100.000000000	100.000000000	100.000000000	32
GAME.EXE	0x8001c60c	game.tmd_project	tmd_project_vertices	6957ac428ccac73f70faa5734e2a8dba9cac8439d96d727e0afbe7af8539bdd3	98.846150000	98.846150000	98.846150000	156
GAME.EXE	0x8001c6a8	game.tmd_project	tmd_project_vertices_shift	6957ac428ccac73f70faa5734e2a8dba9cac8439d96d727e0afbe7af8539bdd3	98.953490000	98.953490000	98.953490000	172
GAME.EXE	0x8001c754	game.tmd_project	tmd_transform_vertices	6957ac428ccac73f70faa5734e2a8dba9cac8439d96d727e0afbe7af8539bdd3	100.000000000	100.000000000	100.000000000	164
GAME.EXE	0x8001ed38	game.func_8001ed38	func_8001ed38	c260426a871a6f5068445b04892f9fb7e576a793eeea3f3b9483b4d43ce6acf1	100.000000000	100.000000000	100.000000000	88
GAME.EXE	0x8001fae4	game.func_8001fae4	func_8001fae4	88f27f4d7d260f24af279ae6ef6741e04575a1cf61ae0885dcd377189ac504ac	100.000000000	100.000000000	100.000000000	24
GAME.EXE	0x8001fdc8	game.func_8001fdc8	display_flip_buffer_index	34817c52f3d3db2331d451b79ff7a90ea60987a89483d7071a4c5607e5f1d441	100.000000000	100.000000000	100.000000000	28
GAME.EXE	0x800202fc	game.matrix	matrix_interpolate	782cb4c07c99a1cd5f1e665f84fe6e482e337229a27be2933309a30a16b220a2	100.000000000	100.000000000	100.000000000	104
GAME.EXE	0x80020364	game.matrix	lighting_set_color_matrix	782cb4c07c99a1cd5f1e665f84fe6e482e337229a27be2933309a30a16b220a2	100.000000000	100.000000000	100.000000000	44
GAME.EXE	0x80020390	game.matrix	lighting_set_light_matrix	782cb4c07c99a1cd5f1e665f84fe6e482e337229a27be2933309a30a16b220a2	100.000000000	100.000000000	100.000000000	44
GAME.EXE	0x800203bc	game.matrix	fog_interpolate_near	782cb4c07c99a1cd5f1e665f84fe6e482e337229a27be2933309a30a16b220a2	92.941180000	92.941180000	92.941180000	68
GAME.EXE	0x80020400	game.matrix	fog_set_near	782cb4c07c99a1cd5f1e665f84fe6e482e337229a27be2933309a30a16b220a2	100.000000000	100.000000000	100.000000000	40
GAME.EXE	0x800204c0	game.asset_registry	asset_registry_load_tmd_archive	5dd61b9d1e5e06af1b3e47bacf3009dd489cc0ffc4e813b7cd5639bf13949501	100.000000000	100.000000000	100.000000000	156
GAME.EXE	0x8002055c	game.asset_registry	asset_registry_set	5dd61b9d1e5e06af1b3e47bacf3009dd489cc0ffc4e813b7cd5639bf13949501	100.000000000	100.000000000	100.000000000	64
GAME.EXE	0x8002059c	game.asset_registry	asset_registry_select	5dd61b9d1e5e06af1b3e47bacf3009dd489cc0ffc4e813b7cd5639bf13949501	100.000000000	100.000000000	100.000000000	56
GAME.EXE	0x80020978	game.pool_80020978	pool_reset	0a71c419ee24059c24cf6dcaf440e31d49b734c056d9744e56d55c474641fc91	100.000000000	100.000000000	100.000000000	48
GAME.EXE	0x800209a8	game.pool_80020978	pool_mark_allocated	0a71c419ee24059c24cf6dcaf440e31d49b734c056d9744e56d55c474641fc91	100.000000000	100.000000000	100.000000000	60
GAME.EXE	0x800209e4	game.pool_80020978	pool_record_release	0a71c419ee24059c24cf6dcaf440e31d49b734c056d9744e56d55c474641fc91	100.000000000	100.000000000	100.000000000	72
GAME.EXE	0x80020b04	game.pool_80020b04	pool_allocate	680ee2efc9c1881d8f8cd29564becd13ecb9032a6f15c7ef40b789eff7c448dc	100.000000000	100.000000000	100.000000000	72
GAME.EXE	0x80020b4c	game.item	func_80020b4c	70a1b79c399b0e5bb2e00a9f0d27ed73729579ee24c29cb6080e788a4d2c26ba	97.731480000	97.731480000	97.731480000	432
GAME.EXE	0x80020cfc	game.item	func_80020cfc	70a1b79c399b0e5bb2e00a9f0d27ed73729579ee24c29cb6080e788a4d2c26ba	99.746666000	99.746666000	99.746666000	1500
GAME.EXE	0x800212d8	game.item	func_800212d8	70a1b79c399b0e5bb2e00a9f0d27ed73729579ee24c29cb6080e788a4d2c26ba	100.000000000	100.000000000	100.000000000	608
GAME.EXE	0x80021538	game.item	func_80021538	70a1b79c399b0e5bb2e00a9f0d27ed73729579ee24c29cb6080e788a4d2c26ba	89.425476000	89.425476000	89.425476000	1476
GAME.EXE	0x80021afc	game.item	func_80021afc	70a1b79c399b0e5bb2e00a9f0d27ed73729579ee24c29cb6080e788a4d2c26ba	93.421875000	93.421875000	93.421875000	1280
GAME.EXE	0x80021ffc	game.item	func_80021ffc	70a1b79c399b0e5bb2e00a9f0d27ed73729579ee24c29cb6080e788a4d2c26ba	100.000000000	100.000000000	100.000000000	696
GAME.EXE	0x800222b4	game.menu	func_800222b4	d165db1d8041c3263eee9d3d29189dfe6e134e129ea84ed7fdb57db91b444849	100.000000000	100.000000000	100.000000000	148
GAME.EXE	0x80022348	game.menu	func_80022348	d165db1d8041c3263eee9d3d29189dfe6e134e129ea84ed7fdb57db91b444849	96.551140000	96.551140000	96.551140000	704
GAME.EXE	0x80022608	game.menu	func_80022608	d165db1d8041c3263eee9d3d29189dfe6e134e129ea84ed7fdb57db91b444849	92.821800000	92.821800000	92.821800000	1908
GAME.EXE	0x80022d7c	game.menu_panels	func_80022d7c	c7a28af9517ab145c929c56f692adbb9523e9edd78847506a4b63315dffad085	100.000000000	100.000000000	100.000000000	1024
GAME.EXE	0x8002317c	game.menu_panels	func_8002317c	c7a28af9517ab145c929c56f692adbb9523e9edd78847506a4b63315dffad085	95.897590000	95.897590000	95.897590000	1328
GAME.EXE	0x800236ac	game.menu_panels	func_800236ac	c7a28af9517ab145c929c56f692adbb9523e9edd78847506a4b63315dffad085	98.776980000	98.776980000	98.776980000	556
GAME.EXE	0x800238d8	game.menu_select	func_800238d8	2cfe2d95880658d4bf5b8a799665870283ac8fd4aa1424878be5ca2feedddb7f	97.899730000	97.899730000	97.899730000	1476
GAME.EXE	0x80023e9c	game.menu_select	func_80023e9c	2cfe2d95880658d4bf5b8a799665870283ac8fd4aa1424878be5ca2feedddb7f	98.063380000	98.063380000	98.063380000	1136
GAME.EXE	0x8002accc	game.primitive_buffer	primitive_buffer_begin_poly_ft4	2fb033d0a06b7b30f715f4037cd9a6516625e42c3292ebaab550394edea7812d	100.000000000	100.000000000	100.000000000	80
GAME.EXE	0x8002ad1c	game.primitive_buffer	primitive_buffer_commit_poly_ft4	2fb033d0a06b7b30f715f4037cd9a6516625e42c3292ebaab550394edea7812d	100.000000000	100.000000000	100.000000000	80
GAME.EXE	0x8002af0c	game.game_state	game_state_acknowledge_pending	e7d07b9aba7d4a1ca8b5d3629ce1ce02c46784cb44de2db222048aab5f576743	100.000000000	100.000000000	100.000000000	60
GAME.EXE	0x8002b078	game.save_system	save_system_read_catalog	1a6d6cc20e371b879d189078d631856966585da7dfeb08816a03aae78b856b55	100.000000000	100.000000000	100.000000000	216
GAME.EXE	0x8002b150	game.save_system	menu_play_input_sound	1a6d6cc20e371b879d189078d631856966585da7dfeb08816a03aae78b856b55	100.000000000	100.000000000	100.000000000	132
GAME.EXE	0x8002b1d4	game.save_system	memory_card_initialize	1a6d6cc20e371b879d189078d631856966585da7dfeb08816a03aae78b856b55	100.000000000	100.000000000	100.000000000	256
GAME.EXE	0x8002b2d4	game.save_system	memory_card_shutdown_events	1a6d6cc20e371b879d189078d631856966585da7dfeb08816a03aae78b856b55	100.000000000	100.000000000	100.000000000	96
GAME.EXE	0x8002b334	game.save_system	memory_card_begin_status_check	1a6d6cc20e371b879d189078d631856966585da7dfeb08816a03aae78b856b55	100.000000000	100.000000000	100.000000000	56
GAME.EXE	0x8002b36c	game.save_system	memory_card_clear_events	1a6d6cc20e371b879d189078d631856966585da7dfeb08816a03aae78b856b55	100.000000000	100.000000000	100.000000000	88
GAME.EXE	0x8002b3c4	game.save_system	memory_card_wait_event	1a6d6cc20e371b879d189078d631856966585da7dfeb08816a03aae78b856b55	100.000000000	100.000000000	100.000000000	188
