image	function	va	bytes	unit	strict_percent	verdict
GAME.EXE	color_matrix_set_rgb	0x80033de8	0x28	game.lighting	100	exact-preserved
GAME.EXE	player_restore_vitals_with_color_cycle	0x80033e10	0xd4	game.lighting	100	exact-preserved
GAME.EXE	actor_pool_find_at_tile	0x80033ee4	0x80	game.map_scripts	100	exact-preserved
GAME.EXE	map_ambient_script_floor1	0x80033f64	0x288	game.map_scripts	100	exact-preserved
GAME.EXE	map_ambient_script_floor2	0x800341ec	0x70	game.map_scripts	100	exact-preserved
GAME.EXE	map_ambient_script_floor3	0x8003425c	0x88	game.map_scripts	100	exact-preserved
GAME.EXE	map_ambient_script_floor4	0x800342e4	0x8	game.map_scripts	100	exact-preserved
GAME.EXE	map_ambient_script_floor5	0x800342ec	0xf4	game.map_scripts	100	exact-preserved
GAME.EXE	map_action_script_floor1	0x800343e0	0x58	game.map_scripts	100	exact-preserved
GAME.EXE	map_reveal_fade	0x80034438	0x184	game.map_scripts	100	exact-preserved
GAME.EXE	map_action_script_floor2	0x800345bc	0x54	game.map_scripts	100	exact-preserved
GAME.EXE	map_action_script_floor3	0x80034610	0x90	game.map_scripts	100	exact-preserved
GAME.EXE	map_action_script_floor4	0x800346a0	0x8	game.map_scripts	100	exact-preserved
GAME.EXE	map_floor5_transition_cutscene	0x800346a8	0x38c	game.map_scripts	100	exact-preserved
GAME.EXE	map_action_script_floor5	0x80034a34	0x4c	game.map_scripts	100	exact-preserved
GAME.EXE	map_event_interact	0x80034a80	0x2d4	game.map_scripts	100	exact-preserved
GAME.EXE	map_show_screen_image	0x80034d54	0x90	game.map_scripts	100	exact-preserved
GAME.EXE	map_interaction_dispatch	0x80034de4	0x904	game.map_scripts	100	exact-preserved
GAME.EXE	map_event_timers_reset	0x800356e8	0x20	game.map_events	100	exact-preserved
GAME.EXE	map_event_update_wander	0x80035708	0x1d8	game.map_events	100	exact-preserved
GAME.EXE	map_event_update_animation_loop	0x800358e0	0x8c	game.map_events	100	exact-preserved
GAME.EXE	map_event_pool_update	0x8003596c	0x1f0	game.map_events	100	exact-preserved
GAME.EXE	map_world_state_persist	0x80035b5c	0x2b8	game.map_events	97.52873	partial-preserved
GAME.EXE	map_unload_floor	0x80035e14	0x30	game.map_events	100	exact-preserved
GAME.EXE	map_restore_floor_state	0x80035e44	0x69c	game.map_load	100	exact-preserved
GAME.EXE	map_refresh_dialogue_stages	0x800364e0	0x74	game.map_load	100	exact-preserved
GAME.EXE	map_load_floor	0x80036554	0xa4	game.map_load	100	exact-preserved
GAME.EXE	map_load_floor_wrapper	0x800365f8	0x20	game.map_load	100	exact-preserved
GAME.EXE	player_warp_shimmer	0x80036618	0x238	game.player_warp	100	exact-preserved
GAME.EXE	player_warp_change_floor	0x80036850	0x15c	game.player_warp	100	exact-preserved
GAME.EXE	player_warp_same_floor	0x800369ac	0x144	game.player_warp	100	exact-preserved
GAME.EXE	player_warp_trigger_update	0x80036af0	0x24c	game.player_warp	100	exact-preserved
GAME.EXE	actor_transform_definition5_to6	0x80036d3c	0xf4	game.player_warp	100	exact-preserved
GAME.EXE	func_80036e30	0x80036e30	0x8	game.menu_enter_mode	100	exact-preserved
GAME.EXE	menu_enter_mode	0x80036e38	0xc8	game.menu_enter_mode	100	exact-preserved
GAME.EXE	effect_pool_find_free	0x80036f00	0x44	game.effect_pool	100	exact-preserved
GAME.EXE	effect_pool_construct	0x80036f44	0x82c	game.effect_pool	100	exact-preserved
GAME.EXE	effect_pool_spawn_typed	0x80037770	0xac	game.effect_pool	100	exact-preserved
GAME.EXE	effect_pool_set_current	0x8003781c	0x34	game.effect_pool	100	exact-preserved
GAME.EXE	effect_map_collision	0x80037850	0x76c	game.effect_map_collision	99.87369	partial-preserved
GAME.EXE	effect_magic_power	0x80037fbc	0x24	game.effect_update	100	exact-preserved
GAME.EXE	effect_projectile_update_3d	0x80037fe0	0x2b8	game.effect_update	100	exact-preserved
GAME.EXE	effect_projectile_update_2d	0x80038298	0x260	game.effect_update	99.93421	partial-preserved
GAME.EXE	effect_floor_deform_line	0x800384f8	0x1cc	game.effect_update	100	exact-preserved
GAME.EXE	effect_scatter_triple	0x800386c4	0x68	game.effect_update	100	exact-preserved
GAME.EXE	effect_rotate_scale_offset_y	0x8003872c	0x90	game.effect_update	100	exact-preserved
GAME.EXE	effect_spawn_ground_trail	0x800387bc	0xf8	game.effect_update	100	exact-preserved
GAME.EXE	effect_spawn_ground_branch	0x800388b4	0x184	game.effect_update	100	exact-preserved
GAME.EXE	effect_update_dispatch	0x80038a38	0x180c	game.effect_dispatch	99.82781	partial-preserved
GAME.EXE	effect_pool_reset	0x8003a244	0x30	game.magic	100	exact-preserved
GAME.EXE	magic_load_records	0x8003a274	0x2c	game.magic	100	exact-preserved
GAME.EXE	magic_cast	0x8003a2a0	0x4c0	game.magic	100	exact-preserved
GAME.EXE	effect_pool_sweep	0x8003a760	0x7c	game.magic	100	exact-preserved
GAME.EXE	debug_stop	0x8003a7dc	0x40	game.debug_text	100	exact-preserved
GAME.EXE	format_int_dec	0x8003a81c	0xe0	game.debug_text	100	exact-preserved
GAME.EXE	format_int_hex	0x8003a8fc	0x8c	game.debug_text	100	exact-preserved
GAME.EXE	format_pad_left	0x8003a988	0x6c	game.debug_text	100	exact-preserved
GAME.EXE	format_vsprintf	0x8003a9f4	0x240	game.debug_text	100	exact-preserved
GAME.EXE	debug_printf_sink	0x8003ac34	0x18	game.debug_text	100	exact-preserved
GAME.EXE	func_8003ac4c	0x8003ac4c	0x8	game.debug_text	100	exact-preserved
GAME.EXE	critical_section_set	0x8005005c	0x5c	game.intr_tail	100	exact-preserved
GAME.EXE	PadInit	0x800500b8	0x74	game.pad	100	exact-preserved
GAME.EXE	PadRead	0x8005012c	0x44	game.pad	100	exact-preserved
GAME.EXE	PadStop	0x80050170	0x3c	game.pad	100	exact-preserved
GAME.EXE	pad_init_bad_identifier	0x800501ac	0x30	game.pad	100	exact-preserved
GAME.EXE	pad_read_bad_identifier	0x800501dc	0x30	game.pad	100	exact-preserved
GAME.EXE	pad_stop_bad_identifier	0x8005020c	0x30	game.pad	100	exact-preserved
OPEN.EXE	repeat_store_word	0x80013734	0x24	open.main	100	exact-preserved
OPEN.EXE	main	0x80013758	0x6c	open.main	72.96296	partial-preserved
OPEN.EXE	opening_render_frame	0x800137c4	0x40	open.opening_render	100	exact-preserved
OPEN.EXE	sprite_add_g4	0x80013804	0x198	open.opening_render	100	exact-preserved
OPEN.EXE	sprite_add_ft4	0x8001399c	0x1c0	open.sprite_add_ft4	100	exact-preserved
OPEN.EXE	sprite_add_f4	0x80013b5c	0x114	open.sprite_add_ft4	100	exact-preserved
OPEN.EXE	opening_poll_input	0x80013c70	0x3c	open.opening_helpers	100	exact-preserved
OPEN.EXE	angle_shortest_delta	0x80013cac	0x48	open.opening_helpers	100	exact-preserved
OPEN.EXE	opening_camera_path_compute_segment	0x80013cf4	0x310	open.camera_path	100	exact-preserved
OPEN.EXE	opening_camera_path_begin	0x80014004	0xfc	open.camera_path	100	exact-preserved
OPEN.EXE	opening_camera_path_step	0x80014100	0x168	open.camera_path	100	exact-preserved
OPEN.EXE	opening_scene0_run	0x80014268	0x174	open.opening_scenes	100	exact-preserved
OPEN.EXE	opening_scene1_draw_fade	0x800143dc	0x180	open.opening_scenes	100	exact-preserved
OPEN.EXE	opening_scene1_run	0x8001455c	0xac	open.opening_scenes	100	exact-preserved
OPEN.EXE	opening_entity_transition	0x80014608	0x1fc	open.opening_scenes	100	exact-preserved
OPEN.EXE	opening_scene3_run	0x80014804	0x330	open.opening_scenes	100	exact-preserved
OPEN.EXE	opening_ending_scene_run	0x80014b34	0x2f4	open.opening_scenes	100	exact-preserved
OPEN.EXE	opening_ending_scroll_run	0x80014e28	0x798	open.opening_scenes	99.917694	partial-preserved
OPEN.EXE	opening_fade_in	0x800155c0	0xfc	open.opening_fade	100	exact-preserved
OPEN.EXE	opening_run	0x800156bc	0x214	open.opening_controller	100	exact-preserved
OPEN.EXE	matrix_set_rotation_x	0x800158d0	0x70	open.matrix_rotation	100	exact-preserved
OPEN.EXE	matrix_set_rotation_y	0x80015940	0x70	open.matrix_rotation	100	exact-preserved
OPEN.EXE	matrix_set_rotation_z	0x800159b0	0x70	open.matrix_rotation	100	exact-preserved
OPEN.EXE	matrix_set_rotation_yxz	0x80015a20	0x68	open.matrix_rotation	100	exact-preserved
OPEN.EXE	debug_dump_matrix	0x80015a88	0x84	open.matrix_rotation	100	exact-preserved
OPEN.EXE	pitch_yaw_to_forward_vector	0x80015b0c	0xd4	open.matrix_rotation	100	exact-preserved
OPEN.EXE	vector3s_scale_shift12	0x80015be0	0x5c	open.vector_math	100	exact-preserved
OPEN.EXE	vector3s_scale_shift12_alt	0x80015c3c	0x5c	open.vector_math	100	exact-preserved
OPEN.EXE	angle_within_tolerance	0x80015c98	0x3c	open.vector_math	100	exact-preserved
OPEN.EXE	angle_mod_delta_le_half_turn	0x80015cd4	0x10	open.angle_mod_delta	100	exact-preserved
OPEN.EXE	vector_xz_to_angle	0x80015ce4	0xb0	open.vector_xz_to_angle	100	exact-preserved
OPEN.EXE	fixed_vector2_length	0x80015d94	0x40	open.fixed_vector2_length	100	exact-preserved
OPEN.EXE	memory_malloc_checked	0x80015dd4	0x38	open.memory	100	exact-preserved
OPEN.EXE	memory_allocation_reset	0x80015e0c	0x20	open.memory	100	exact-preserved
OPEN.EXE	memory_set_allocation_mode	0x80015e2c	0xa8	open.memory	100	exact-preserved
OPEN.EXE	memory_capture_system_heap_start	0x80015ed4	0x20	open.memory	100	exact-preserved
OPEN.EXE	memory_reset_system_heap	0x80015ef4	0x3c	open.memory	100	exact-preserved
OPEN.EXE	memory_allocate	0x80015f30	0x80	open.memory	100	exact-preserved
OPEN.EXE	memory_release_last	0x80015fb0	0x64	open.memory	100	exact-preserved
OPEN.EXE	cd_file_load_allocated	0x80016014	0x148	open.resources	100	exact-preserved
OPEN.EXE	cd_file_load_into	0x8001615c	0x13c	open.resources	100	exact-preserved
OPEN.EXE	tim_upload_images	0x80016298	0x80	open.resources	100	exact-preserved
OPEN.EXE	resource_stream_copy_words	0x80016318	0x30	open.resources	100	exact-preserved
OPEN.EXE	opening_resources_load_scene0	0x80016348	0x1c8	open.resources	100	exact-preserved
OPEN.EXE	opening_resources_load_scene1	0x80016510	0xb4	open.resources	100	exact-preserved
OPEN.EXE	opening_resources_load_scene3	0x800165c4	0xf0	open.resources	100	exact-preserved
OPEN.EXE	opening_resources_load_ending	0x800166b4	0x134	open.resources	100	exact-preserved
OPEN.EXE	opening_resources_load_ending_entities	0x800167e8	0x58	open.resources	100	exact-preserved
OPEN.EXE	opening_resources_load_ending_sequence	0x80016840	0x9c	open.resources	100	exact-preserved
OPEN.EXE	lighting_set_active_color_matrix	0x800168dc	0x2c	open.render_init	100	exact-preserved
OPEN.EXE	render_initialize	0x80016908	0x1d4	open.render_init	100	exact-preserved
OPEN.EXE	display_initialize	0x80016adc	0x1d8	open.render_init	100	exact-preserved
OPEN.EXE	primitive_buffer_allocate	0x80016cb4	0x84	open.render_init	100	exact-preserved
OPEN.EXE	display_begin_frame	0x80016d38	0x98	open.render	100	exact-preserved
OPEN.EXE	display_present_frame	0x80016dd0	0x98	open.render	100	exact-preserved
OPEN.EXE	tmd_select	0x80016e68	0x2c	open.render	100	exact-preserved
OPEN.EXE	tmd_get_object	0x80016e94	0x24	open.render	100	exact-preserved
OPEN.EXE	tmd_set_current_vertices	0x80016eb8	0x10	open.render	100	exact-preserved
OPEN.EXE	tmd_select_object_vertices	0x80016ec8	0x3c	open.render	100	exact-preserved
OPEN.EXE	render_set_view_transform	0x80016f04	0x12c	open.render	100	exact-preserved
OPEN.EXE	tmd_prepare_primitive_indices	0x80017030	0x300	open.render	100	exact-preserved
OPEN.EXE	tmd_register	0x80017330	0x3c	open.render	100	exact-preserved
OPEN.EXE	tmd_release_last_allocation	0x8001736c	0x20	open.render	100	exact-preserved
OPEN.EXE	tmd_project_vertices	0x8001738c	0xcc	open.render	100	exact-preserved
OPEN.EXE	tmd_project_vertices_perspective_right	0x80017458	0xa4	open.render	100	exact-preserved
OPEN.EXE	tmd_project_vertices_shift	0x800174fc	0xac	open.render	100	exact-preserved
OPEN.EXE	tmd_transform_vertices	0x800175a8	0xa4	open.render	100	exact-preserved
OPEN.EXE	render_enqueue_tmd	0x8001764c	0xcf8	open.render_tmd	100	exact-preserved
OPEN.EXE	render_enqueue_unlit_triangles	0x80018344	0x2a4	open.render_unlit	100	exact-preserved
OPEN.EXE	render_enqueue_map	0x800185e8	0x3b8	open.render_map	100	exact-preserved
OPEN.EXE	render_enqueue_sprite	0x800189a0	0x21c	open.render_sprite	100	exact-preserved
OPEN.EXE	render_map_cell	0x80018bbc	0x1d0	open.render_map_cells	100	exact-preserved
OPEN.EXE	opening_render_map_cells	0x80018d8c	0x140	open.render_map_cells	100	exact-preserved
OPEN.EXE	opening_entity_render	0x80018ecc	0x228	open.entity_render	100	exact-preserved
OPEN.EXE	render_floor_item	0x800190f4	0x14c	open.entity_render	100	exact-preserved
OPEN.EXE	opening_render_entities_and_items	0x80019240	0x298	open.entity_render	100	exact-preserved
OPEN.EXE	opening_scene0_render_frame	0x800194d8	0x48	open.opening_scene0_render	100	exact-preserved
OPEN.EXE	opening_render_entities	0x80019520	0x78	open.opening_render_entities	100	exact-preserved
OPEN.EXE	matrix_interpolate	0x80019598	0x68	open.matrix_lerp	100	exact-preserved
OPEN.EXE	lighting_set_color_matrix	0x80019600	0x2c	open.matrix_lerp	100	exact-preserved
OPEN.EXE	lighting_set_light_matrix	0x8001962c	0x2c	open.matrix_lerp	100	exact-preserved
OPEN.EXE	fog_interpolate_near	0x80019658	0x44	open.matrix	100	exact-preserved
OPEN.EXE	fog_set_near	0x8001969c	0x28	open.matrix	100	exact-preserved
OPEN.EXE	color_lerp_cvector	0x800196c4	0x88	open.matrix	100	exact-preserved
OPEN.EXE	color_lerp_rgb555	0x8001974c	0x98	open.matrix	100	exact-preserved
OPEN.EXE	item_load_floor_placements	0x800197e4	0x1b0	open.item	100	exact-preserved
OPEN.EXE	opening_entity_pool_reset	0x80019994	0x4c	open.opening_entity_pool	100	exact-preserved
OPEN.EXE	opening_entity_find_by_object_id	0x800199e0	0x44	open.opening_entity_pool	100	exact-preserved
OPEN.EXE	opening_entity_pool_load_placements	0x80019a24	0x180	open.opening_entity_pool	100	exact-preserved
OPEN.EXE	audio_initialize	0x80019ba4	0xb8	open.audio	100	exact-preserved
OPEN.EXE	audio_load_vab	0x80019c5c	0xf4	open.audio	100	exact-preserved
OPEN.EXE	audio_play_sequence_file	0x80019d50	0xd4	open.audio	100	exact-preserved
OPEN.EXE	audio_stop_sequence	0x80019e24	0x9c	open.audio	100	exact-preserved
OPEN.EXE	audio_shutdown	0x80019ec0	0x38	open.audio	100	exact-preserved
OPEN.EXE	audio_close_vab	0x80019ef8	0x4c	open.audio	100	exact-preserved
OPEN.EXE	audio_play_spatial	0x80019f44	0x1e8	open.audio_spatial	100	exact-preserved
OPEN.EXE	audio_play_spatial_default_range	0x8001a12c	0x30	open.audio_spatial	100	exact-preserved
OPEN.EXE	audio_play_spatial_range	0x8001a15c	0x2c	open.audio_spatial	100	exact-preserved
OPEN.EXE	sound_ref_key_off_bank0	0x8001a188	0x28	open.audio_spatial	100	exact-preserved
OPEN.EXE	audio_set_listener_transform	0x8001a1b0	0x70	open.audio_spatial	100	exact-preserved
OPEN.EXE	sound_ref_play	0x8001a220	0x48	open.sound_ref	100	exact-preserved
OPEN.EXE	audio_play_voice	0x8001a268	0x194	open.audio_play_voice	100	exact-preserved
OPEN.EXE	format_int_dec	0x8001a3fc	0xe0	open.format	100	exact-preserved
OPEN.EXE	format_int_hex	0x8001a4dc	0x8c	open.format	100	exact-preserved
OPEN.EXE	format_pad_left	0x8001a568	0x6c	open.format	100	exact-preserved
OPEN.EXE	format_vsprintf	0x8001a5d4	0x240	open.format	100	exact-preserved
OPEN.EXE	debug_printf_sink	0x8001a814	0x18	open.debug	100	exact-preserved
OPEN.EXE	display_adjust_vram_view	0x8001a82c	0x248	open.display_adjust	100	exact-preserved
OPEN.EXE	PadInit	0x8002fe8c	0x74	open.pad	100	exact-preserved
OPEN.EXE	PadRead	0x8002ff00	0x44	open.pad	100	exact-preserved
OPEN.EXE	PadStop	0x8002ff44	0x3c	open.pad	100	exact-preserved
OPEN.EXE	pad_init_bad_identifier	0x8002ff80	0x30	open.pad	100	exact-preserved
OPEN.EXE	pad_read_bad_identifier	0x8002ffb0	0x30	open.pad	100	exact-preserved
OPEN.EXE	pad_stop_bad_identifier	0x8002ffe0	0x30	open.pad	100	exact-preserved
