# Hand-owned WIP Sony/Psy-Q ownership layered over config/retail/functions.tsv.
# Release 2.5 exact objects and project-built FIDs outrank version-skewed Psy-Q 2.60 signatures.
# Regenerated seeds are review candidates; edit and admit changes here manually.
image	va	size	name	aliases	provider	library	module	member_offset	source_version	evidence	confidence	provenance	note
PSX.EXE	0x800100f8	0x8	__main		Sony Computer Entertainment	LIBSN.LIB	SNMAIN	0x0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0xcc-byte .text match (1324 compared bits; 18 relocations masked)
PSX.EXE	0x80010100	0xb4	__SN_ENTRY_POINT	stup2	Sony Computer Entertainment	LIBSN.LIB	SNMAIN	0x8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0xcc-byte .text match (1324 compared bits; 18 relocations masked)
PSX.EXE	0x800101c4	0x10	EnterCriticalSection		Sony Computer Entertainment	LIBAPI.LIB	A36	0x0	Psy-Q Release 2.5	complete-object-byte-match	exact-release25-complete	psyq_release_25_complete_objects.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:6ecdc4717cdb:7aeedcc0ed1b	all 16 member bytes match; corroborated by unique symbol-object-end function FID
PSX.EXE	0x800101d4	0x10	_96_init		Sony Computer Entertainment	LIBAPI.LIB	C113	0x0	Psy-Q Release 2.5	complete-object-byte-match	exact-release25-complete	psyq_release_25_complete_objects.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:7dad1b1e2e32:830ce4f3fa78	all 16 member bytes match; corroborated by unique symbol-object-end function FID
PSX.EXE	0x800101e4	0x10	InitHeap		Sony Computer Entertainment	LIBAPI.LIB	C57	0x0	Psy-Q Release 2.5	complete-object-byte-match	exact-release25-complete	psyq_release_25_complete_objects.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:778de206befa:b6d724543f28	all 16 member bytes match; corroborated by unique symbol-object-end function FID
PSX.EXE	0x800101f4	0x10	Load		Sony Computer Entertainment	LIBAPI.LIB	C66	0x0	Psy-Q Release 2.5	complete-object-byte-match	exact-release25-complete	psyq_release_25_complete_objects.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:37916f039bc9:b1bc244aaf3e	all 16 member bytes match; corroborated by unique symbol-object-end function FID
PSX.EXE	0x80010204	0x10	Exec		Sony Computer Entertainment	LIBAPI.LIB	C67	0x0	Psy-Q Release 2.5	complete-object-byte-match	exact-release25-complete	psyq_release_25_complete_objects.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:af164410224a:359faa1a18cf	all 16 member bytes match; corroborated by unique symbol-object-end function FID
PSX.EXE	0x80010214	0x10	_96_remove		Sony Computer Entertainment	LIBAPI.LIB	C114	0x0	Psy-Q Release 2.5	complete-object-byte-match	exact-release25-complete	psyq_release_25_complete_objects.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:c72dd20dcda2:66ca3ef17566	all 16 member bytes match; corroborated by unique symbol-object-end function FID
GAME.EXE	0x8003ac54	0x8	__main		Sony Computer Entertainment	NONE2.OBJ	NONE2	0x0	Psy-Q 2.60 signature corpus	wildcard-object-signature	psyq260-signature	ghidra_psx_ldr-2026.07.08/psyq/260	unique image occurrence; 17/24 bytes fixed
GAME.EXE	0x8003ac5c	0x10	__SN_ENTRY_POINT	stup1;stup2	Sony Computer Entertainment	NONE2.OBJ	NONE2	0x8	Psy-Q 2.60 signature corpus	wildcard-object-signature	psyq260-signature	ghidra_psx_ldr-2026.07.08/psyq/260	unique image occurrence; 17/24 bytes fixed
GAME.EXE	0x8003ac6c	0x20	CdReset		Sony Computer Entertainment	LIBCD.LIB	SYS	0x0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
GAME.EXE	0x8003ac8c	0x18	CdSetDebug		Sony Computer Entertainment	LIBCD.LIB	SYS	0x20	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
GAME.EXE	0x8003aca4	0x38	CdComstr		Sony Computer Entertainment	LIBCD.LIB	SYS	0x38	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:328a065f65f7:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003acdc	0x38	CdIntstr		Sony Computer Entertainment	LIBCD.LIB	SYS	0x70	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:43ab6e46a2b5:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003ad14	0x20	CdSync		Sony Computer Entertainment	LIBCD.LIB	SYS	0xa8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
GAME.EXE	0x8003ad34	0x20	CdReady		Sony Computer Entertainment	LIBCD.LIB	SYS	0xc8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
GAME.EXE	0x8003ad54	0x20	CdReadSync		Sony Computer Entertainment	LIBCD.LIB	SYS	0xe8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
GAME.EXE	0x8003ad74	0x18	CdSyncCallback		Sony Computer Entertainment	LIBCD.LIB	SYS	0x108	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
GAME.EXE	0x8003ad8c	0x18	CdReadyCallback		Sony Computer Entertainment	LIBCD.LIB	SYS	0x120	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
GAME.EXE	0x8003ada4	0x18	CdReadCallback		Sony Computer Entertainment	LIBCD.LIB	SYS	0x138	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
GAME.EXE	0x8003adbc	0x11c	cd_setloc		Sony Computer Entertainment	LIBCD.LIB	SYS	0x150	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:b3d8995f90d3:c49f357419bf;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID; name corroborated by 2.60 signature
GAME.EXE	0x8003aed8	0x64	CdControl		Sony Computer Entertainment	LIBCD.LIB	SYS	0x26c	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:79d2a2fe9702:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003af3c	0x5c	CdControlF		Sony Computer Entertainment	LIBCD.LIB	SYS	0x2d0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:3e239860dc91:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003af98	0x7c	CdControlB		Sony Computer Entertainment	LIBCD.LIB	SYS	0x32c	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:7469321c00c3:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003b014	0x20	CdGetSector		Sony Computer Entertainment	LIBCD.LIB	SYS	0x3a8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:801cb4a7af23:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003b034	0xd4	CdRead		Sony Computer Entertainment	LIBCD.LIB	SYS	0x3c8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:f93a96ac5c9f:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003b108	0x3c	CdGetStatus		Sony Computer Entertainment	LIBCD.LIB	SYS	0x49c	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
GAME.EXE	0x8003b144	0x30	CdSetFilter		Sony Computer Entertainment	LIBCD.LIB	SYS	0x4d8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:ce8c7c9ae30f:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003b174	0x20	CdMix		Sony Computer Entertainment	LIBCD.LIB	SYS	0x508	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:90877d30adb3:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003b194	0x60	CdGetPos		Sony Computer Entertainment	LIBCD.LIB	SYS	0x528	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:acf8ac9061c4:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003b1f4	0x54	CdGetHeader		Sony Computer Entertainment	LIBCD.LIB	SYS	0x588	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:53b00e2ec7ae:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003b248	0x2c	CdSetMode		Sony Computer Entertainment	LIBCD.LIB	SYS	0x5dc	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:cc5fea606ae3:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003b274	0x70	CdRead2		Sony Computer Entertainment	LIBCD.LIB	SYS	0x608	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:84a184d9908f:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003b2e4	0x12c	CdIntToPos		Sony Computer Entertainment	LIBCD.LIB	SYS	0x678	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:e245fb145f2e:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003b410	0xa8	CdPosToInt		Sony Computer Entertainment	LIBCD.LIB	SYS	0x7a4	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:b03a2a1893ba:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-object-end function FID
GAME.EXE	0x8003b4b8	0x30	rescpy		Sony Computer Entertainment	LIBCD.LIB	BIOS	0x0	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:2d9209b4903d:d1733bf14cba	unique substantial symbol-next FID; 384 fixed instruction bits
GAME.EXE	0x8003b4e8	0x98	timeout		Sony Computer Entertainment	LIBCD.LIB	BIOS	0x30	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:50944d3e8145:d1733bf14cba	unique substantial symbol-next FID; 978 fixed instruction bits
GAME.EXE	0x8003ba1c	0x124	CD_sync		Sony Computer Entertainment	LIBCD.LIB	BIOS	0x5c4	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:ddcfacbfb456:d1733bf14cba	unique substantial symbol-next FID; 1872 fixed instruction bits
GAME.EXE	0x8003bb40	0x158	CD_ready		Sony Computer Entertainment	LIBCD.LIB	BIOS	0x6e8	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:47ea79a4e8ac:d1733bf14cba	unique substantial symbol-next FID; 2308 fixed instruction bits
GAME.EXE	0x8003bc98	0x124	CD_readsync		Sony Computer Entertainment	LIBCD.LIB	BIOS	0x840	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:7fde6889aaf7:d1733bf14cba	unique substantial symbol-next FID; 1886 fixed instruction bits
GAME.EXE	0x8003c150	0x100	CD_vol		Sony Computer Entertainment	LIBCD.LIB	BIOS	0xc38	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:d10da5f828da:d1733bf14cba	unique substantial symbol-next FID; 1644 fixed instruction bits
GAME.EXE	0x8003c250	0x120	CD_read		Sony Computer Entertainment	LIBCD.LIB	BIOS	0xd38	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:498d0d6a39d0:d1733bf14cba	unique substantial symbol-next FID; 1900 fixed instruction bits
GAME.EXE	0x8003c370	0xc8	CD_readm		Sony Computer Entertainment	LIBCD.LIB	BIOS	0xe58	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:8fd7304aa895:d1733bf14cba	unique substantial symbol-next FID; 1176 fixed instruction bits
GAME.EXE	0x8003c570	0x50	CdInit		Sony Computer Entertainment	LIBCD.LIB	EVENT	0x0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:71f99bf1089e:b4f97ef93ec5	function extent lies within exact 0x140-byte .text match (1952 compared bits; 28 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003c5c0	0x78	CdInitFileSystem		Sony Computer Entertainment	LIBCD.LIB	EVENT	0x50	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:b746475f4720:b4f97ef93ec5	function extent lies within exact 0x140-byte .text match (1952 compared bits; 28 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003c638	0x28	def_cbsync		Sony Computer Entertainment	LIBCD.LIB	EVENT	0xc8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:571892389029:b4f97ef93ec5;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0x140-byte .text match (1952 compared bits; 28 relocations masked); corroborated by unique symbol-next function FID; name corroborated by 2.60 signature
GAME.EXE	0x8003c660	0x28	def_cbready		Sony Computer Entertainment	LIBCD.LIB	EVENT	0xf0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0x140-byte .text match (1952 compared bits; 28 relocations masked); name corroborated by 2.60 signature
GAME.EXE	0x8003c688	0x28	def_cbread		Sony Computer Entertainment	LIBCD.LIB	EVENT	0x118	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0x140-byte .text match (1952 compared bits; 28 relocations masked); name corroborated by 2.60 signature
GAME.EXE	0x8003c6b0	0x8	null		Sony Computer Entertainment	LIBCD.LIB	96VEC	0x0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0x160-byte .text match (2500 compared bits; 16 relocations masked); name corroborated by 2.60 signature
GAME.EXE	0x8003c6b8	0x80	_96_vec		Sony Computer Entertainment	LIBCD.LIB	96VEC	0x8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:5351908bc14c:8e953920aad9	function extent lies within exact 0x160-byte .text match (2500 compared bits; 16 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003c738	0x28	_96_CdSeekL		Sony Computer Entertainment	LIBCD.LIB	96VEC	0x88	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:6fc0482c071d:8e953920aad9;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0x160-byte .text match (2500 compared bits; 16 relocations masked); corroborated by unique symbol-next function FID; name corroborated by 2.60 signature
GAME.EXE	0x8003c760	0x28	_96_CdStop		Sony Computer Entertainment	LIBCD.LIB	96VEC	0xb0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:247648c997ce:8e953920aad9;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0x160-byte .text match (2500 compared bits; 16 relocations masked); corroborated by unique symbol-next function FID; name corroborated by 2.60 signature
GAME.EXE	0x8003c788	0x3c	_96_CdGetStatus		Sony Computer Entertainment	LIBCD.LIB	96VEC	0xd8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0x160-byte .text match (2500 compared bits; 16 relocations masked); name corroborated by 2.60 signature
GAME.EXE	0x8003c7c4	0x4c	_96_CdRead		Sony Computer Entertainment	LIBCD.LIB	96VEC	0x114	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:43c2a285c97c:8e953920aad9;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0x160-byte .text match (2500 compared bits; 16 relocations masked); corroborated by unique symbol-object-end function FID; name corroborated by 2.60 signature
GAME.EXE	0x8003cad8	0x20	_cmp		Sony Computer Entertainment	LIBCD.LIB	ISO9660	0x2cc	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:ddef570fc766:444d4d03b1fe	unique substantial symbol-next FID; 230 fixed instruction bits
GAME.EXE	0x8003caf8	0x2a0	CD_newmedia		Sony Computer Entertainment	LIBCD.LIB	ISO9660	0x2ec	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:1f95a10c71c7:444d4d03b1fe	unique substantial symbol-next FID; 4244 fixed instruction bits
GAME.EXE	0x8003cd98	0x94	CD_searchdir		Sony Computer Entertainment	LIBCD.LIB	ISO9660	0x58c	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:30ba62430252:444d4d03b1fe	unique substantial symbol-next FID; 1062 fixed instruction bits
GAME.EXE	0x8003d050	0x30	memcpy	_memcpy	Sony Computer Entertainment	LIBCD.LIB|LIBGPU.LIB|LIBSPU.LIB	ISO9660|SYS|S_SRMP	0x0	Psy-Q Release 2.5	exact-function-id-multiobject	fid-release25-ambiguous	psyq-release25-fid:fe8dee14245d:444d4d03b1fe;psyq-release25-fid:fe8dee14245d:809188e34e64;psyq-release25-fid:fe8dee14245d:e7ef7c9a0b74	fully fixed 0x30-byte FID shared by 3 SDK identities; candidate-specific offsets: LIBCD.LIB/ISO9660@0x844, LIBGPU.LIB/SYS@0x242c, LIBSPU.LIB/S_SRMP@0x0
GAME.EXE	0x8003d080	0xc8	cd_read		Sony Computer Entertainment	LIBCD.LIB	ISO9660	0x874	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:e13274897c8f:444d4d03b1fe	unique substantial symbol-next FID; 1406 fixed instruction bits
GAME.EXE	0x8003d148	0x2c	cd_status		Sony Computer Entertainment	LIBCD.LIB	ISO9660	0x93c	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:4309a4d5cf72:444d4d03b1fe	unique substantial symbol-next FID; 326 fixed instruction bits
GAME.EXE	0x8003d174	0x158	getpos		Sony Computer Entertainment	LIBCD.LIB	ISO9660	0x968	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:bb41c750e5b9:444d4d03b1fe	unique substantial symbol-object-end FID; 2752 fixed instruction bits
GAME.EXE	0x8003d2cc	0x58	StSetRing		Sony Computer Entertainment	LIBCD.LIB	CDROM	0x0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:6412c3fb4416:67ef6d8fdcb4	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003d32c	0x48			Sony Computer Entertainment	LIBCD.LIB	CDROM	0x60	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked)
GAME.EXE	0x8003d374	0x38	StUnSetRing		Sony Computer Entertainment	LIBCD.LIB	CDROM	0xa8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:dd2785e10664:67ef6d8fdcb4	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003d3bc	0x58			Sony Computer Entertainment	LIBCD.LIB	CDROM	0xf0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked)
GAME.EXE	0x8003d414	0x64	StSetStream		Sony Computer Entertainment	LIBCD.LIB	CDROM	0x148	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:3bed575b6ec3:67ef6d8fdcb4	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003d478	0x70	StSetEmulate		Sony Computer Entertainment	LIBCD.LIB	CDROM	0x1ac	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:7405cf71c6d9:67ef6d8fdcb4	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003d4e8	0xcc	StFreeRing		Sony Computer Entertainment	LIBCD.LIB	CDROM	0x21c	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:7c7e6179aa1e:67ef6d8fdcb4	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003d5b4	0x3c	init_ring_status		Sony Computer Entertainment	LIBCD.LIB	CDROM	0x2e8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:ec48bac416ae:67ef6d8fdcb4;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked); corroborated by unique symbol-next function FID; name corroborated by 2.60 signature
GAME.EXE	0x8003d5f0	0xb4	StGetNext		Sony Computer Entertainment	LIBCD.LIB	CDROM	0x324	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:54cf3a90dbf3:67ef6d8fdcb4	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003d6a4	0x20	StSetMask		Sony Computer Entertainment	LIBCD.LIB	CDROM	0x3d8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:8dcef460a594:67ef6d8fdcb4	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003d6c4	0x9b4	StCdInterrupt		Sony Computer Entertainment	LIBCD.LIB	CDROM	0x3f8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:cf61b31964aa:67ef6d8fdcb4	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8003e078	0x18c	dma_execute		Sony Computer Entertainment	LIBCD.LIB	CDROM	0xdac	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:3bddd28bb5ab:67ef6d8fdcb4;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked); corroborated by unique symbol-next function FID; name corroborated by 2.60 signature
GAME.EXE	0x8003e204	0x30	mem2mem		Sony Computer Entertainment	LIBCD.LIB	CDROM	0xf38	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:6321a153c193:67ef6d8fdcb4;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0xf8c-byte .text match (24720 compared bits; 420 relocations masked); corroborated by unique symbol-next function FID; name corroborated by 2.60 signature
