# Hand-owned WIP Sony/Psy-Q ownership layered over config/retail/functions.tsv.
# Release 2.5 exact objects and project-built FIDs outrank version-skewed Psy-Q 2.60 signatures.
# Regenerated seeds are review candidates; edit and admit changes here manually.
image	va	size	name	aliases	provider	library	module	member_offset	source_version	evidence	confidence	provenance	note
GAME.EXE	0x80054424	0x14	SetPolyGT4		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x348	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:86dd0594c75a:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054438	0x14	SetSprt8		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x35c	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:d6da3d8b9436:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8005444c	0x14	SetSprt16		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x370	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:de5d7da49e1b:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054460	0x14	SetSprt		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x384	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:5d3ff4d4ea3e:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054474	0x14	SetTile1		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x398	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:ce90ce976ebe:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054488	0x14	SetTile8		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x3ac	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:a69c338697f8:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x8005449c	0x14	SetTile16		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x3c0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:3ad34105cac9:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x800544b0	0x14	SetTile		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x3d4	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:ac0436e0f675:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x800544c4	0x14	SetBlockFill		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x3e8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:44498fc9711a:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x800544d8	0x14	SetLineF2		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x3fc	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:fce7c407285c:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x800544ec	0x14	SetLineG2		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x410	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:be1950629092:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054500	0x14	SetLineF3		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x424	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:6846254eeb67:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054514	0x20	SetLineG3		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x438	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:3386eac041b9:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054534	0x20	SetLineF4		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x458	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:b1d9ebbf2cba:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054554	0x20	SetLineG4		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x478	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:8d4133470d16:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054574	0x38	MargePrim		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x498	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:8cd470ac4c70:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x800545ac	0x144	DumpDrawEnv		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x4d0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:715acdcd0346:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x800546f0	0xb0	DumpDispEnv		Sony Computer Entertainment	LIBGPU.LIB	PRIM	0x614	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:93ef3ad41125:7ec020b596f4	function extent lies within exact 0x6c4-byte .text match (12790 compared bits; 61 relocations masked); corroborated by unique symbol-object-end function FID
GAME.EXE	0x800547a0	0xe8	LoadTPage		Sony Computer Entertainment	LIBGPU.LIB	EXT	0x0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:3a67dae5ee94:039f4488c34d	function extent lies within exact 0x20c-byte .text match (3958 compared bits; 9 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054888	0x64	LoadClut		Sony Computer Entertainment	LIBGPU.LIB	EXT	0xe8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:4d1c0fe8d701:039f4488c34d	function extent lies within exact 0x20c-byte .text match (3958 compared bits; 9 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x800548ec	0x8c	SetDefDrawEnv		Sony Computer Entertainment	LIBGPU.LIB	EXT	0x14c	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:1d90f862e30a:039f4488c34d	function extent lies within exact 0x20c-byte .text match (3958 compared bits; 9 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054978	0x34	SetDefDispEnv		Sony Computer Entertainment	LIBGPU.LIB	EXT	0x1d8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:8e4989fc2796:039f4488c34d	function extent lies within exact 0x20c-byte .text match (3958 compared bits; 9 relocations masked); corroborated by unique symbol-object-end function FID
GAME.EXE	0x800549ac	0x94			Sony Computer Entertainment	LIBGPU.LIB	OTAG	0x0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:a48c29028e0b:7124494edcc1	function extent lies within exact 0x374-byte .text match (6106 compared bits; 51 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054a40	0x5c			Sony Computer Entertainment	LIBGPU.LIB	OTAG	0x94	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:55fce30a9a57:7124494edcc1	function extent lies within exact 0x374-byte .text match (6106 compared bits; 51 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054a9c	0xa8	DrawOTagIO		Sony Computer Entertainment	LIBGPU.LIB	OTAG	0xf0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:8327a29a6ead:7124494edcc1	function extent lies within exact 0x374-byte .text match (6106 compared bits; 51 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054b44	0x148	DumpOTag		Sony Computer Entertainment	LIBGPU.LIB	OTAG	0x198	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:66d2180627fa:7124494edcc1	function extent lies within exact 0x374-byte .text match (6106 compared bits; 51 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054c8c	0x94	CheckPrim		Sony Computer Entertainment	LIBGPU.LIB	OTAG	0x2e0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:9d5db13fe960:7124494edcc1	function extent lies within exact 0x374-byte .text match (6106 compared bits; 51 relocations masked); corroborated by unique symbol-object-end function FID
GAME.EXE	0x80054d20	0x3c	itoa		Sony Computer Entertainment	LIBGPU.LIB	SPRINTF	0x0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:4617aec0cf73:0249a71f7a4c	function extent lies within exact 0x890-byte .text match (16610 compared bits; 41 relocations masked); corroborated by unique symbol-next function FID
GAME.EXE	0x80054d5c	0x854	sprintf		Sony Computer Entertainment	LIBGPU.LIB	SPRINTF	0x3c	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:625e5a3a196c:0249a71f7a4c	function extent lies within exact 0x890-byte .text match (16610 compared bits; 41 relocations masked); corroborated by unique symbol-object-end function FID
GAME.EXE	0x800555b0	0xc	memchr		Sony Computer Entertainment	LIBAPI.LIB	C46	0x0	Psy-Q 2.60 signature corpus	wildcard-object-signature	psyq260-signature	ghidra_psx_ldr-2026.07.08/psyq/260	unique image occurrence; 16/16 bytes fixed
GAME.EXE	0x800555c0	0xc	strlen		Sony Computer Entertainment	LIBAPI.LIB	C27	0x0	Psy-Q 2.60 signature corpus	wildcard-object-signature	psyq260-signature	ghidra_psx_ldr-2026.07.08/psyq/260	unique image occurrence; 16/16 bytes fixed
GAME.EXE	0x800555d0	0xc	memmove		Sony Computer Entertainment	LIBAPI.LIB	C44	0x0	Psy-Q 2.60 signature corpus	wildcard-object-signature	psyq260-signature	ghidra_psx_ldr-2026.07.08/psyq/260	unique image occurrence; 16/16 bytes fixed
GAME.EXE	0x800555e0	0x64	VSync		Sony Computer Entertainment	LIBGPU.LIB	VSYNC	0x0	Psy-Q Release 2.5 lineage; exact revision unresolved	cross-overlay-instruction-shape+archive-order+header-semantics	sdk-lineage-supported	config/evidence/overlay_lineage.tsv;Psy-Q-2.5-LIBGPU.H;psyq-release25-fid-corpus	public mode-dependent vertical-sync wait/count routine; retail revision differs from the Release 2.5 member body
GAME.EXE	0x80055644	0x1bc			Sony Computer Entertainment	LIBGPU.LIB	VSYNC	0x64	Psy-Q Release 2.5 lineage; exact revision unresolved	cross-overlay-instruction-shape+archive-order+header-semantics	sdk-lineage-supported	config/evidence/overlay_lineage.tsv;Psy-Q-2.5-LIBGPU.H;psyq-release25-fid-corpus	private VSYNC hardware/root-counter worker reached only by VSync; name and exact revision remain unresolved
GAME.EXE	0x80055800	0xc	GetRCnt		Sony Computer Entertainment	LIBAPI.LIB	A03	0x0	Psy-Q 2.60 signature corpus	wildcard-object-signature	psyq260-signature	ghidra_psx_ldr-2026.07.08/psyq/260	unique image occurrence; 16/16 bytes fixed
OPEN.EXE	0x8001aa74	0x8	__main		Sony Computer Entertainment	NONE2.OBJ	NONE2	0x0	Psy-Q 2.60 signature corpus	wildcard-object-signature	psyq260-signature	ghidra_psx_ldr-2026.07.08/psyq/260	unique image occurrence; 17/24 bytes fixed
OPEN.EXE	0x8001aa7c	0x10	__SN_ENTRY_POINT	stup1;stup2	Sony Computer Entertainment	NONE2.OBJ	NONE2	0x8	Psy-Q 2.60 signature corpus	wildcard-object-signature	psyq260-signature	ghidra_psx_ldr-2026.07.08/psyq/260	unique image occurrence; 17/24 bytes fixed
OPEN.EXE	0x8001aa8c	0x20	CdReset		Sony Computer Entertainment	LIBCD.LIB	SYS	0x0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
OPEN.EXE	0x8001aaac	0x18	CdSetDebug		Sony Computer Entertainment	LIBCD.LIB	SYS	0x20	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
OPEN.EXE	0x8001aac4	0x38	CdComstr		Sony Computer Entertainment	LIBCD.LIB	SYS	0x38	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:328a065f65f7:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001aafc	0x38	CdIntstr		Sony Computer Entertainment	LIBCD.LIB	SYS	0x70	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:43ab6e46a2b5:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001ab34	0x20	CdSync		Sony Computer Entertainment	LIBCD.LIB	SYS	0xa8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
OPEN.EXE	0x8001ab54	0x20	CdReady		Sony Computer Entertainment	LIBCD.LIB	SYS	0xc8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
OPEN.EXE	0x8001ab74	0x20	CdReadSync		Sony Computer Entertainment	LIBCD.LIB	SYS	0xe8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
OPEN.EXE	0x8001ab94	0x18	CdSyncCallback		Sony Computer Entertainment	LIBCD.LIB	SYS	0x108	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
OPEN.EXE	0x8001abac	0x18	CdReadyCallback		Sony Computer Entertainment	LIBCD.LIB	SYS	0x120	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
OPEN.EXE	0x8001abc4	0x18	CdReadCallback		Sony Computer Entertainment	LIBCD.LIB	SYS	0x138	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
OPEN.EXE	0x8001abdc	0x11c	cd_setloc		Sony Computer Entertainment	LIBCD.LIB	SYS	0x150	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:b3d8995f90d3:c49f357419bf;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID; name corroborated by 2.60 signature
OPEN.EXE	0x8001acf8	0x64	CdControl		Sony Computer Entertainment	LIBCD.LIB	SYS	0x26c	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:79d2a2fe9702:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001ad5c	0x5c	CdControlF		Sony Computer Entertainment	LIBCD.LIB	SYS	0x2d0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:3e239860dc91:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001adb8	0x7c	CdControlB		Sony Computer Entertainment	LIBCD.LIB	SYS	0x32c	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:7469321c00c3:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001ae34	0x20	CdGetSector		Sony Computer Entertainment	LIBCD.LIB	SYS	0x3a8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:801cb4a7af23:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001ae54	0xd4	CdRead		Sony Computer Entertainment	LIBCD.LIB	SYS	0x3c8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:f93a96ac5c9f:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001af28	0x3c	CdGetStatus		Sony Computer Entertainment	LIBCD.LIB	SYS	0x49c	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked)
OPEN.EXE	0x8001af64	0x30	CdSetFilter		Sony Computer Entertainment	LIBCD.LIB	SYS	0x4d8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:ce8c7c9ae30f:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001af94	0x20	CdMix		Sony Computer Entertainment	LIBCD.LIB	SYS	0x508	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:90877d30adb3:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001afb4	0x60	CdGetPos		Sony Computer Entertainment	LIBCD.LIB	SYS	0x528	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:acf8ac9061c4:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001b014	0x54	CdGetHeader		Sony Computer Entertainment	LIBCD.LIB	SYS	0x588	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:53b00e2ec7ae:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001b068	0x2c	CdSetMode		Sony Computer Entertainment	LIBCD.LIB	SYS	0x5dc	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:cc5fea606ae3:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001b094	0x70	CdRead2		Sony Computer Entertainment	LIBCD.LIB	SYS	0x608	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:84a184d9908f:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001b104	0x12c	CdIntToPos		Sony Computer Entertainment	LIBCD.LIB	SYS	0x678	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:e245fb145f2e:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001b230	0xa8	CdPosToInt		Sony Computer Entertainment	LIBCD.LIB	SYS	0x7a4	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:b03a2a1893ba:c49f357419bf	function extent lies within exact 0x84c-byte .text match (15236 compared bits; 86 relocations masked); corroborated by unique symbol-object-end function FID
OPEN.EXE	0x8001b2d8	0x30	rescpy		Sony Computer Entertainment	LIBCD.LIB	BIOS	0x0	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:2d9209b4903d:d1733bf14cba	unique substantial symbol-next FID; 384 fixed instruction bits
OPEN.EXE	0x8001b308	0x98	timeout		Sony Computer Entertainment	LIBCD.LIB	BIOS	0x30	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:50944d3e8145:d1733bf14cba	unique substantial symbol-next FID; 978 fixed instruction bits
OPEN.EXE	0x8001b83c	0x124	CD_sync		Sony Computer Entertainment	LIBCD.LIB	BIOS	0x5c4	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:ddcfacbfb456:d1733bf14cba	unique substantial symbol-next FID; 1872 fixed instruction bits
OPEN.EXE	0x8001b960	0x158	CD_ready		Sony Computer Entertainment	LIBCD.LIB	BIOS	0x6e8	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:47ea79a4e8ac:d1733bf14cba	unique substantial symbol-next FID; 2308 fixed instruction bits
OPEN.EXE	0x8001bab8	0x124	CD_readsync		Sony Computer Entertainment	LIBCD.LIB	BIOS	0x840	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:7fde6889aaf7:d1733bf14cba	unique substantial symbol-next FID; 1886 fixed instruction bits
OPEN.EXE	0x8001bf70	0x100	CD_vol		Sony Computer Entertainment	LIBCD.LIB	BIOS	0xc38	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:d10da5f828da:d1733bf14cba	unique substantial symbol-next FID; 1644 fixed instruction bits
OPEN.EXE	0x8001c070	0x120	CD_read		Sony Computer Entertainment	LIBCD.LIB	BIOS	0xd38	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:498d0d6a39d0:d1733bf14cba	unique substantial symbol-next FID; 1900 fixed instruction bits
OPEN.EXE	0x8001c190	0xc8	CD_readm		Sony Computer Entertainment	LIBCD.LIB	BIOS	0xe58	Psy-Q Release 2.5	relocation-masked-function-id	fid-release25	psyq-release25-fid:8fd7304aa895:d1733bf14cba	unique substantial symbol-next FID; 1176 fixed instruction bits
OPEN.EXE	0x8001c390	0x50	CdInit		Sony Computer Entertainment	LIBCD.LIB	EVENT	0x0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:71f99bf1089e:b4f97ef93ec5	function extent lies within exact 0x140-byte .text match (1952 compared bits; 28 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001c3e0	0x78	CdInitFileSystem		Sony Computer Entertainment	LIBCD.LIB	EVENT	0x50	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:b746475f4720:b4f97ef93ec5	function extent lies within exact 0x140-byte .text match (1952 compared bits; 28 relocations masked); corroborated by unique symbol-next function FID
OPEN.EXE	0x8001c458	0x28	def_cbsync		Sony Computer Entertainment	LIBCD.LIB	EVENT	0xc8	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;psyq-release25-fid:571892389029:b4f97ef93ec5;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0x140-byte .text match (1952 compared bits; 28 relocations masked); corroborated by unique symbol-next function FID; name corroborated by 2.60 signature
OPEN.EXE	0x8001c480	0x28	def_cbready		Sony Computer Entertainment	LIBCD.LIB	EVENT	0xf0	Psy-Q Release 2.5	relocation-masked-object-section	exact-release25	psyq_release_25_text_sections.tsv;psy-k-0.4.0-XDEF;ghidra_psx_ldr-psyq260-label	function extent lies within exact 0x140-byte .text match (1952 compared bits; 28 relocations masked); name corroborated by 2.60 signature
